animal,timestep,roi,side,value
1,31,nc,li,2310.545898
1,32,nc,li,2254.046631
1,33,nc,li,2352.516846
1,34,nc,li,2367.045166
1,35,nc,li,2328.840576
1,36,nc,li,2294.40332
1,37,nc,li,2276.108398
1,38,nc,li,2305.164795
1,39,nc,li,2228.756836
2,0,nc,li,2666.797363
2,1,nc,li,2624.724121
2,2,nc,li,2681.900635
2,3,nc,li,2682.979248
2,4,nc,li,2634.43335
2,5,nc,li,2585.887207
2,6,nc,li,2558.917236
2,7,nc,li,2695.925049
2,8,nc,li,2636.59082
2,9,nc,li,2663.561035
2,10,nc,li,2617.172363
2,11,nc,li,2577.256836
2,12,nc,li,2607.463135
2,13,nc,li,2607.463379
2,14,nc,li,2571.862793
2,15,nc,li,2664.639648
2,16,nc,li,2353.944824
2,17,nc,li,2027.067993
2,18,nc,li,1772.470947
2,19,nc,li,1809.150146
2,20,nc,li,2095.032471
2,21,nc,li,2378.757324
2,22,nc,li,2603.148193
2,23,nc,li,2557.838379
2,24,nc,li,2667.876221
2,25,nc,li,2580.493164
2,26,nc,li,2435.933838
2,27,nc,li,2489.874023
2,28,nc,li,2427.303467
2,29,nc,li,2484.47998
2,30,nc,li,2428.382324
2,31,nc,li,2495.267822
2,32,nc,li,2503.898438
2,33,nc,li,2519.001465
2,34,nc,li,2544.892822
2,35,nc,li,2553.523193
2,36,nc,li,2493.110352
2,37,nc,li,2553.523193
2,38,nc,li,2558.917236
2,39,nc,li,2514.686279
3,0,nc,li,2139.352295
3,1,nc,li,2099.651123
3,2,nc,li,2104.162598
3,3,nc,li,2076.191406
3,4,nc,li,2087.018799
3,5,nc,li,2056.34082
3,6,nc,li,2087.921143
3,7,nc,li,2076.191406
3,8,nc,li,2179.955811
3,9,nc,li,2137.547607
3,10,nc,li,2129.427002
3,11,nc,li,2125.817871
3,12,nc,li,2050.024658
3,13,nc,li,2068.9729
3,14,nc,li,1889.415283
3,15,nc,li,1691.811646
3,16,nc,li,1733.317383
3,17,nc,li,1887.610718
3,18,nc,li,2044.61084
3,19,nc,li,1994.082031
3,20,nc,li,2101.455566
3,21,nc,li,1998.593506
3,22,nc,li,2006.714233
3,23,nc,li,1972.42688
3,24,nc,li,1977.840698
3,25,nc,li,2016.639526
3,26,nc,li,2079.800537
3,27,nc,li,1973.329102
3,28,nc,li,2056.340576
3,29,nc,li,2077.093506
3,30,nc,li,2045.513062
3,31,nc,li,2068.070557
3,32,nc,li,2086.116699
3,33,nc,li,1988.668213
3,34,nc,li,2032.880859
3,35,nc,li,2017.54187
3,36,nc,li,2050.024658
3,37,nc,li,2069.875244
3,38,nc,li,2057.24292
3,39,nc,li,2041.903931
4,0,nc,li,2935.052734
4,1,nc,li,2891.143555
4,2,nc,li,2925.447754
4,3,nc,li,2933.680664
4,4,nc,li,2741.578125
4,5,nc,li,2887.0271
4,6,nc,li,2884.282715
4,7,nc,li,2937.797119
4,8,nc,li,2818.419189
4,9,nc,li,2770.393555
4,10,nc,li,2795.092285
4,11,nc,li,2759.41626
4,12,nc,li,2870.561279
4,13,nc,li,2845.862305
4,14,nc,li,2670.225586
4,15,nc,li,2295.625732
4,16,nc,li,2394.421387
4,17,nc,li,2655.131836
4,18,nc,li,2745.69458
4,19,nc,li,2710.018311
4,20,nc,li,2624.944336
4,21,nc,li,2601.617676
4,22,nc,li,2631.805176
4,23,nc,li,2663.364746
4,24,nc,li,2715.50708
4,25,nc,li,2727.856445
4,26,nc,li,2648.270996
4,27,nc,li,2690.808105
4,28,nc,li,2782.74292
4,29,nc,li,2668.853516
4,30,nc,li,2714.134766
4,31,nc,li,2763.532715
4,32,nc,li,2720.995605
4,33,nc,li,2745.69458
4,34,nc,li,2630.433105
4,35,nc,li,2688.063721
4,36,nc,li,2745.69458
4,37,nc,li,2738.83374
4,38,nc,li,2779.998535
4,39,nc,li,2766.276855
5,0,nc,li,2412.580566
5,1,nc,li,2317.603027
5,2,nc,li,2337.795166
5,3,nc,li,2380.422852
5,4,nc,li,2423.050537
5,5,nc,li,2322.837891
5,6,nc,li,2396.875732
5,7,nc,li,2295.915283
5,8,nc,li,2295.915283
5,9,nc,li,2349.760742
5,10,nc,li,2425.294189
5,11,nc,li,2332.560059
5,12,nc,li,2321.342285
5,13,nc,li,2283.20166
5,14,nc,li,2384.162109
5,15,nc,li,2363.969971
5,16,nc,li,2272.731689
5,17,nc,li,2096.98584
5,18,nc,li,1966.111084
5,19,nc,li,1868.890015
5,20,nc,li,2020.70459
5,21,nc,li,2073.054443
5,22,nc,li,2263.009521
5,23,nc,li,2260.018066
5,24,nc,li,2280.958008
5,25,nc,li,2389.396973
5,26,nc,li,2337.795166
5,27,nc,li,2263.009521
5,28,nc,li,2316.107422
5,29,nc,li,2250.296143
5,30,nc,li,2284.69751
5,31,nc,li,2324.33374
5,32,nc,li,2235.338867
5,33,nc,li,2203.929199
5,34,nc,li,2286.193115
5,35,nc,li,2297.410889
5,36,nc,li,2315.359375
5,37,nc,li,2270.488281
5,38,nc,li,2321.342285
5,39,nc,li,2288.436768
6,0,nc,li,2303.353516
6,1,nc,li,2371.36792
6,2,nc,li,2304.368896
6,3,nc,li,2309.44458
6,4,nc,li,2213.006104
6,5,nc,li,2204.88501
6,6,nc,li,2234.324219
6,7,nc,li,2303.353516
6,8,nc,li,2291.171875
6,9,nc,li,2285.081055
6,10,nc,li,2233.308838
6,11,nc,li,2230.263428
6,12,nc,li,2223.157471
6,13,nc,li,2201.8396
6,14,nc,li,1761.268677
6,15,nc,li,1658.739502
6,16,nc,li,2030.280884
6,17,nc,li,2124.688965
6,18,nc,li,2271.884277
6,19,nc,li,2201.8396
6,20,nc,li,2257.672363
6,21,nc,li,2129.764648
6,22,nc,li,2072.916748
6,23,nc,li,2160.21875
6,24,nc,li,2162.249023
6,25,nc,li,2160.21875
6,26,nc,li,2175.446045
6,27,nc,li,2251.581543
6,28,nc,li,2121.643555
6,29,nc,li,2238.384521
6,30,nc,li,2273.914551
6,31,nc,li,2207.93042
6,32,nc,li,2235.339355
6,33,nc,li,2245.490479
6,34,nc,li,2286.096191
6,35,nc,li,2252.59668
6,36,nc,li,2185.597412
6,37,nc,li,2300.308105
6,38,nc,li,2155.143066
6,39,nc,li,2252.59668
7,0,nc,li,2407.935791
7,1,nc,li,2292.359619
7,2,nc,li,2334.176025
7,3,nc,li,2327.787354
7,4,nc,li,2315.591064
7,5,nc,li,2322.560303
7,6,nc,li,2357.988281
7,7,nc,li,2407.935791
7,8,nc,li,2353.922852
7,9,nc,li,2327.206787
7,10,nc,li,2365.538574
7,11,nc,li,2348.695801
7,12,nc,li,2271.451416
7,13,nc,li,2279.582275
7,14,nc,li,2255.77002
7,15,nc,li,2137.289795
7,16,nc,li,1910.202881
7,17,nc,li,1968.862183
7,18,nc,li,2187.818115
7,19,nc,li,2261.577881
7,20,nc,li,2288.874756
7,21,nc,li,2322.560303
7,22,nc,li,2291.778809
7,23,nc,li,2276.678467
7,24,nc,li,2288.293945
7,25,nc,li,2230.215576
7,26,nc,li,2333.595459
7,27,nc,li,2225.569336
7,28,nc,li,2355.665283
7,29,nc,li,2315.010254
7,30,nc,li,2322.560547
7,31,nc,li,2286.551758
7,32,nc,li,2288.293945
7,33,nc,li,2295.844238
7,34,nc,li,2314.429443
7,35,nc,li,2294.682617
7,36,nc,li,2327.206787
7,37,nc,li,2371.346436
7,38,nc,li,2306.29834
7,39,nc,li,2280.163086
8,0,nc,li,2475.844238
8,1,nc,li,2523.456543
8,2,nc,li,2459.973389
8,3,nc,li,2513.934082
8,4,nc,li,2431.406006
8,5,nc,li,2455.212158
8,6,nc,li,2490.12793
8,7,nc,li,2455.212158
8,8,nc,li,2585.352783
8,9,nc,li,2359.987549
8,10,nc,li,2456.799316
8,11,nc,li,2398.077393
8,12,nc,li,2561.546631
8,13,nc,li,2429.818848
8,14,nc,li,2494.88916
8,15,nc,li,2245.717773
8,16,nc,li,1669.607788
8,17,nc,li,1590.253784
8,18,nc,li,1974.327026
8,19,nc,li,2256.827148
8,20,nc,li,2453.625244
8,21,nc,li,2574.243164
8,22,nc,li,2517.108398
8,23,nc,li,2420.296387
8,24,nc,li,2393.316162
8,25,nc,li,2250.479004
8,26,nc,li,2258.414307
8,27,nc,li,2301.265625
8,28,nc,li,2404.425781
8,29,nc,li,2355.226318
8,30,nc,li,2406.012695
8,31,nc,li,2437.754395
8,32,nc,li,2388.554932
8,33,nc,li,2380.619385
8,34,nc,li,2488.541016
8,35,nc,li,2269.523926
8,36,nc,li,2359.987549
8,37,nc,li,2339.355469
8,38,nc,li,2353.63916
8,39,nc,li,2464.734619
1,0,th,re,1968.390015
1,1,th,re,1989.577271
1,2,th,re,1993.108521
1,3,th,re,2028.924438
1,4,th,re,2002.188354
1,5,th,re,1988.063477
1,6,th,re,1980.49646
1,7,th,re,1949.977051
1,8,th,re,2002.692871
1,9,th,re,1964.858521
1,10,th,re,2016.56543
1,11,th,re,2033.212524
1,12,th,re,1995.882446
1,13,th,re,2044.562744
1,14,th,re,1994.621704
1,15,th,re,1917.439575
1,16,th,re,1800.658203
1,17,th,re,1741.888428
1,18,th,re,1812.260376
1,19,th,re,1961.327393
1,20,th,re,1982.262207
1,21,th,re,2029.933716
1,22,th,re,1979.992676
1,23,th,re,1885.406494
1,24,th,re,1972.425537
1,25,th,re,1951.742798
1,26,th,re,1961.579712
1,27,th,re,2010.007324
1,28,th,re,1932.069092
1,29,th,re,1901.045044
1,30,th,re,1952.247314
1,31,th,re,1965.110962
1,32,th,re,1950.986328
1,33,th,re,1996.134766
1,34,th,re,2003.70166
1,35,th,re,2008.242065
1,36,th,re,1954.012939
1,37,th,re,1954.51709
1,38,th,re,1993.108521
1,39,th,re,1977.470093
2,0,th,re,2410.517334
2,1,th,re,2389.200195
2,2,th,re,2421.175781
2,3,th,re,2394.249023
2,4,th,re,2413.322021
2,5,th,re,2480.078369
2,6,th,re,2522.151611
2,7,th,re,2389.200195
2,8,th,re,2422.858643
2,9,th,re,2470.541748
2,10,th,re,2453.712402
2,11,th,re,2485.688232
2,12,th,re,2445.858887
2,13,th,re,2403.7854
2,14,th,re,2448.102783
2,15,th,re,2464.932129
2,16,th,re,2317.956055
2,17,th,re,1953.882202
2,18,th,re,1681.247437
2,19,th,re,1637.491211
2,20,th,re,1871.418579
2,21,th,re,2061.589844
2,22,th,re,2128.906982
2,23,th,re,2308.980469
2,24,th,re,2409.395264
2,25,th,re,2390.322021
2,26,th,re,2361.151367
2,27,th,re,2317.395264
2,28,th,re,2219.224121
2,29,th,re,2274.199951
2,30,th,re,2262.419434
2,31,th,re,2289.346191
2,32,th,re,2300.004883
2,33,th,re,2317.395264
2,34,th,re,2346.004883
2,35,th,re,2297.760986
2,36,th,re,2375.175781
2,37,th,re,2317.956055
2,38,th,re,2365.63916
2,39,th,re,2300.565918
3,0,th,re,1858.821045
3,1,th,re,1837.669434
3,2,th,re,1876.699219
3,3,th,re,1835.403198
3,4,th,re,1800.906006
3,5,th,re,1825.582886
3,6,th,re,1838.424805
3,7,th,re,1808.711914
3,8,th,re,1811.22998
3,9,th,re,1854.540405
3,10,th,re,1883.497925
3,11,th,re,1832.129761
3,12,th,re,1842.705566
3,13,th,re,1746.012573
3,14,th,re,1745.509033
3,15,th,re,1506.79834
3,16,th,re,1474.063721
3,17,th,re,1656.370239
3,18,th,re,1810.222778
3,19,th,re,1783.783325
3,20,th,re,1748.782471
3,21,th,re,1732.666992
3,22,th,re,1731.911621
3,23,th,re,1734.681396
3,24,th,re,1787.056763
3,25,th,re,1805.186646
3,26,th,re,1776.984619
3,27,th,re,1777.488159
3,28,th,re,1774.214722
3,29,th,re,1774.970093
3,30,th,re,1784.790527
3,31,th,re,1783.027832
3,32,th,re,1769.934082
3,33,th,re,1797.380737
3,34,th,re,1797.632568
3,35,th,re,1770.941284
3,36,th,re,1758.602783
3,37,th,re,1790.078369
3,38,th,re,1791.589233
3,39,th,re,1812.237183
4,0,th,re,2429.780762
4,1,th,re,2383.338379
4,2,th,re,2360.64502
4,3,th,re,2377.005371
4,4,th,re,2391.782471
4,5,th,re,2358.533936
4,6,th,re,2374.894287
4,7,th,re,2384.921631
4,8,th,re,2355.367432
4,9,th,re,2400.754395
4,10,th,re,2373.838867
4,11,th,re,2402.865479
4,12,th,re,2361.172852
4,13,th,re,2350.617676
4,14,th,re,2327.396484
4,15,th,re,2104.156494
4,16,th,re,1966.412598
4,17,th,re,2058.241699
4,18,th,re,2264.59375
4,19,th,re,2391.782471
4,20,th,re,2237.150391
4,21,th,re,2242.427979
4,22,th,re,2203.9021
4,23,th,re,2242.427979
4,24,th,re,2334.257324
4,25,th,re,2290.453613
4,26,th,re,2265.121582
4,27,th,re,2306.286377
4,28,th,re,2175.930908
4,29,th,re,2271.45459
4,30,th,re,2302.064209
4,31,th,re,2248.233398
4,32,th,re,2249.81665
4,33,th,re,2361.172852
4,34,th,re,2315.258057
4,35,th,re,2304.175293
4,36,th,re,2331.618652
4,37,th,re,2323.174561
4,38,th,re,2298.370117
4,39,th,re,2289.926025
5,0,th,re,2141.585205
5,1,th,re,2094.164307
5,2,th,re,2172.689209
5,3,th,re,2085.496094
5,4,th,re,2057.961182
5,5,th,re,2110.481201
5,6,th,re,2106.401855
5,7,th,re,2084.476074
5,8,th,re,2007.481079
5,9,th,re,2062.550537
5,10,th,re,2110.990967
5,11,th,re,2164.020752
5,12,th,re,2131.387207
5,13,th,re,2095.184082
5,14,th,re,2171.669189
5,15,th,re,2016.149414
5,16,th,re,2017.169189
5,17,th,re,1934.565186
5,18,th,re,1749.980957
5,19,th,re,1567.946289
5,20,th,re,1614.34729
5,21,th,re,1840.233521
5,22,th,re,1997.283081
5,23,th,re,2084.476074
5,24,th,re,1991.164307
5,25,th,re,2102.322754
5,26,th,re,2114.050537
5,27,th,re,1985.04541
5,28,th,re,1979.946411
5,29,th,re,2019.208862
5,30,th,re,2080.396973
5,31,th,re,1996.263306
5,32,th,re,2049.292969
5,33,th,re,2110.481201
5,34,th,re,1980.456299
5,35,th,re,2082.436523
5,36,th,re,1996.263306
5,37,th,re,2022.778198
5,38,th,re,2045.723755
5,39,th,re,1960.57019
6,0,th,re,1921.051758
6,1,th,re,1881.156738
6,2,th,re,1912.829102
6,3,th,re,1943.587891
6,4,th,re,1941.456055
6,5,th,re,1874.456787
6,6,th,re,1918.006348
6,7,th,re,1889.68396
6,8,th,re,1918.919922
6,9,th,re,1882.984009
6,10,th,re,1937.192505
6,11,th,re,1919.529053
6,12,th,re,1851.311646
6,13,th,re,1879.024902
6,14,th,re,1723.708374
6,15,th,re,1473.374756
6,16,th,re,1571.132812
6,17,th,re,1758.121704
6,18,th,re,1906.12915
6,19,th,re,1876.284058
6,20,th,re,1878.415894
6,21,th,re,1809.589355
6,22,th,re,1797.712158
6,23,th,re,1825.120972
6,24,th,re,1794.971313
6,25,th,re,1834.257202
6,26,th,re,1874.152222
6,27,th,re,1819.63916
6,28,th,re,1860.143311
6,29,th,re,1883.288574
6,30,th,re,1882.679443
6,31,th,re,1925.924438
6,32,th,re,1858.925171
6,33,th,re,1829.080078
6,34,th,re,1869.279541
6,35,th,re,1872.324951
6,36,th,re,1946.937866
6,37,th,re,1857.707031
6,38,th,re,1879.329468
6,39,th,re,1831.820923
7,0,th,re,2075.878906
7,1,th,re,2057.75
7,2,th,re,2094.007568
7,3,th,re,2054.597168
7,4,th,re,2068.784912
7,5,th,re,2052.758057
7,6,th,re,2060.377441
7,7,th,re,2088.227295
7,8,th,re,2062.741943
7,9,th,re,2091.643066
7,10,th,re,2056.173584
7,11,th,re,2069.573242
7,12,th,re,2074.827881
7,13,th,re,2032.264648
7,14,th,re,1977.878174
7,15,th,re,1806.311401
7,16,th,re,1660.492798
7,17,th,re,1582.7229
7,18,th,re,1778.461426
7,19,th,re,1953.969238
7,20,th,re,2017.025879
7,21,th,re,2023.857056
7,22,th,re,1952.918213
7,23,th,re,1907.464844
7,24,th,re,1958.435669
7,25,th,re,1918.762573
7,26,th,re,1916.135132
7,27,th,re,1947.138062
7,28,th,re,1979.717285
7,29,th,re,1920.86438
7,30,th,re,1976.564453
7,31,th,re,1974.725342
7,32,th,re,2006.253662
7,33,th,re,1971.309814
7,34,th,re,1986.023071
7,35,th,re,2010.45752
7,36,th,re,2010.194702
7,37,th,re,2006.779175
7,38,th,re,1960.012085
7,39,th,re,1977.878174
8,0,th,re,2361.027344
8,1,th,re,2355.007324
8,2,th,re,2390.525146
8,3,th,re,2326.713623
8,4,th,re,2328.519531
8,5,th,re,2355.007324
8,6,th,re,2308.051758
8,7,th,re,2332.733398
8,8,th,re,2388.718994
8,9,th,re,2303.235596
8,10,th,re,2359.823242
8,11,th,re,2297.817627
8,12,th,re,2303.837646
8,13,th,re,2357.415283
8,14,th,re,2398.351074
8,15,th,re,2445.306641
8,16,th,re,2093.13916
8,17,th,re,1671.742188
8,18,th,re,1556.760986
8,19,th,re,1873.410645
8,20,th,re,2090.12915
8,21,th,re,2227.384277
8,22,th,re,2293.60376
8,23,th,re,2308.653564
8,24,th,re,2288.787842
8,25,th,re,2228.588135
8,26,th,re,2248.454102
8,27,th,re,2145.512695
8,28,th,re,2178.020508
8,29,th,re,2180.428467
8,30,th,re,2237.016113
8,31,th,re,2186.448486
8,32,th,re,2312.265625
8,33,th,re,2306.847656
8,34,th,re,2299.623779
8,35,th,re,2282.165771
8,36,th,re,2296.011719
8,37,th,re,2330.325439
8,38,th,re,2255.677979
8,39,th,re,2303.837646
1,0,th,li,2050.43457
1,1,th,li,2047.206421
1,2,th,li,2036.229248
1,3,th,li,2058.18335
1,4,th,li,2010.400879
1,5,th,li,2013.629517
1,6,th,li,2049.788818
1,7,th,li,1992.966675
1,8,th,li,2012.661133
1,9,th,li,2098.216797
1,10,th,li,2048.820557
1,11,th,li,2031.38623
1,12,th,li,2049.466064
1,13,th,li,2120.816406
1,14,th,li,2075.616943
1,15,th,li,2027.512085
1,16,th,li,1886.103149
1,17,th,li,1793.76709
1,18,th,li,1892.882812
1,19,th,li,2009.755127
1,20,th,li,2125.65918
1,21,th,li,2003.943848
1,22,th,li,2043.331665
1,23,th,li,2023.314941
1,24,th,li,1982.958618
1,25,th,li,1964.23291
1,26,th,li,1990.061523
1,27,th,li,2044.300659
1,28,th,li,2003.620972
1,29,th,li,1967.461548
1,30,th,li,2015.243774
1,31,th,li,1983.927002
1,32,th,li,2029.449219
1,33,th,li,1981.98999
1,34,th,li,2051.40332
1,35,th,li,2051.080566
1,36,th,li,2026.866455
1,37,th,li,2047.206299
1,38,th,li,2060.119873
1,39,th,li,2002.00708
2,0,th,li,2498.504395
2,1,th,li,2431.079102
2,2,th,li,2432.69751
2,3,th,li,2470.994873
2,4,th,li,2445.643066
2,5,th,li,2492.031494
2,6,th,li,2540.038086
2,7,th,li,2458.588623
2,8,th,li,2471.53418
2,9,th,li,2466.679688
2,10,th,li,2470.455566
2,11,th,li,2413.279053
2,12,th,li,2470.455566
2,13,th,li,2502.280029
2,14,th,li,2478.546387
2,15,th,li,2524.934814
2,16,th,li,2310.792969
2,17,th,li,2003.334473
2,18,th,li,1608.493042
2,19,th,li,1643.014771
2,20,th,li,1741.185669
2,21,th,li,2009.807251
2,22,th,li,2110.675293
2,23,th,li,2321.580811
2,24,th,li,2431.079102
2,25,th,li,2387.927246
2,26,th,li,2315.647461
2,27,th,li,2251.998291
2,28,th,li,2247.683105
2,29,th,li,2287.598633
2,30,th,li,2244.446533
2,31,th,li,2209.385498
2,32,th,li,2301.623047
2,33,th,li,2318.883789
2,34,th,li,2325.356689
2,35,th,li,2331.82959
2,36,th,li,2322.659668
2,37,th,li,2341.538818
2,38,th,li,2314.029297
2,39,th,li,2296.768555
3,0,th,li,1919.844604
3,1,th,li,1853.758911
3,2,th,li,1890.348633
3,3,th,li,1897.81604
3,4,th,li,1872.800537
3,5,th,li,1885.121582
3,6,th,li,1830.236938
3,7,th,li,1866.079956
3,8,th,li,1890.722046
3,9,th,li,1863.839722
3,10,th,li,1829.863525
3,11,th,li,1895.202515
3,12,th,li,1856.372437
3,13,th,li,1861.226196
3,14,th,li,1774.605469
3,15,th,li,1585.309204
3,16,th,li,1544.612427
3,17,th,li,1695.078613
3,18,th,li,1806.341553
3,19,th,li,1841.064453
3,20,th,li,1856.74585
3,21,th,li,1808.208374
3,22,th,li,1773.485352
3,23,th,li,1788.793335
3,24,th,li,1832.850464
3,25,th,li,1825.383179
3,26,th,li,1862.346313
3,27,th,li,1794.767212
3,28,th,li,1823.889648
3,29,th,li,1838.450928
3,30,th,li,1806.341553
3,31,th,li,1829.116821
3,32,th,li,1802.607788
3,33,th,li,1869.440186
3,34,th,li,1841.064453
3,35,th,li,1834.717285
3,36,th,li,1837.330811
3,37,th,li,1828.369995
3,38,th,li,1820.529419
3,39,th,li,1841.064453
4,0,th,li,2297.15918
4,1,th,li,2386.753418
4,2,th,li,2381.103271
4,3,th,li,2314.109619
4,4,th,li,2364.153076
4,5,th,li,2344.78125
4,6,th,li,2337.516846
4,7,th,li,2363.345947
4,8,th,li,2340.745605
4,9,th,li,2367.381592
4,10,th,li,2335.902588
4,11,th,li,2423.882324
4,12,th,li,2483.611816
4,13,th,li,2424.689453
4,14,th,li,2432.760986
4,15,th,li,2197.072266
4,16,th,li,1962.190552
4,17,th,li,1989.633789
4,18,th,li,2376.260254
4,19,th,li,2287.473389
4,20,th,li,2332.674072
4,21,th,li,2230.972656
4,22,th,li,2225.32251
4,23,th,li,2147.028809
4,24,th,li,2279.401855
4,25,th,li,2271.330322
4,26,th,li,2283.437744
4,27,th,li,2239.044189
4,28,th,li,2300.387939
4,29,th,li,2274.559082
4,30,th,li,2289.89502
4,31,th,li,2350.431396
4,32,th,li,2222.093994
4,33,th,li,2270.523193
4,34,th,li,2277.787598
4,35,th,li,2203.529541
4,36,th,li,2285.859131
4,37,th,li,2256.801514
4,38,th,li,2238.237061
4,39,th,li,2276.17334
5,0,th,li,2065.682617
5,1,th,li,2069.688965
5,2,th,li,2068.887695
5,3,th,li,2016.404419
5,4,th,li,2032.029175
5,5,th,li,2048.855957
5,6,th,li,2044.849609
5,7,th,li,1994.369385
5,8,th,li,1996.372559
5,9,th,li,2047.253418
5,10,th,li,2056.067383
5,11,th,li,2014.00061
5,12,th,li,1966.324829
5,13,th,li,2084.91333
5,14,th,li,2038.840088
5,15,th,li,1935.47583
5,16,th,li,2036.836914
5,17,th,li,1924.658569
5,18,th,li,1772.817261
5,19,th,li,1696.295654
5,20,th,li,1798.858643
5,21,th,li,1880.989136
5,22,th,li,2032.830444
5,23,th,li,2009.593506
5,24,th,li,1984.353394
5,25,th,li,2056.868652
5,26,th,li,2015.603149
5,27,th,li,1971.933716
5,28,th,li,2019.208862
5,29,th,li,1979.545776
5,30,th,li,2041.243896
5,31,th,li,2044.04834
5,32,th,li,2044.04834
5,33,th,li,2033.631714
5,34,th,li,1993.16748
5,35,th,li,2005.987793
5,36,th,li,1993.16748
5,37,th,li,2011.59668
5,38,th,li,1985.154663
5,39,th,li,2006.789062
6,0,th,li,1955.1604
6,1,th,li,1894.928833
6,2,th,li,1997.119629
6,3,th,li,1945.347412
6,4,th,li,1937.226318
6,5,th,li,1957.190674
6,6,th,li,1941.286865
6,7,th,li,2022.498169
6,8,th,li,1977.49353
6,9,th,li,1915.569946
6,10,th,li,1991.367188
6,11,th,li,1921.999268
6,12,th,li,1992.043945
6,13,th,li,1882.74707
6,14,th,li,1731.82959
6,15,th,li,1505.453247
6,16,th,li,1561.286011
6,17,th,li,1783.263306
6,18,th,li,1886.130859
6,19,th,li,1948.731201
6,20,th,li,1962.943237
6,21,th,li,1883.762207
6,22,th,li,1891.206665
6,23,th,li,1849.924194
6,24,th,li,1886.130859
6,25,th,li,1859.060547
6,26,th,li,1885.79248
6,27,th,li,1938.918213
6,28,th,li,1943.655518
6,29,th,li,1949.06958
6,30,th,li,1970.049194
6,31,th,li,1928.428467
6,32,th,li,1910.494263
6,33,th,li,1942.302002
6,34,th,li,1891.206543
6,35,th,li,1896.282349
6,36,th,li,1968.3573
6,37,th,li,1928.428467
6,38,th,li,1907.110474
6,39,th,li,1906.433716
7,0,th,li,2058.012695
7,1,th,li,2046.129028
7,2,th,li,2015.146362
7,3,th,li,2032.123169
7,4,th,li,2059.710449
7,5,th,li,1979.494995
7,6,th,li,2055.890625
7,7,th,li,2084.326904
7,8,th,li,2021.512573
7,9,th,li,2037.216187
7,10,th,li,2020.23938
7,11,th,li,1970.157837
7,12,th,li,2052.495361
7,13,th,li,2028.303345
7,14,th,li,2034.245239
7,15,th,li,1774.500122
7,16,th,li,1531.307495
7,17,th,li,1589.877441
7,18,th,li,1703.621948
7,19,th,li,1888.244751
7,20,th,li,2019.814941
7,21,th,li,2005.384644
7,22,th,li,1914.558716
7,23,th,li,1903.099365
7,24,th,li,1874.238892
7,25,th,li,1911.587769
7,26,th,li,1922.198242
7,27,th,li,1917.529663
7,28,th,li,1933.233276
7,29,th,li,1945.96582
7,30,th,li,1917.529663
7,31,th,li,1963.791504
7,32,th,li,2015.570801
7,33,th,li,1889.942383
7,34,th,li,1962.09375
7,35,th,li,1959.97168
7,36,th,li,1976.524048
7,37,th,li,1994.349731
7,38,th,li,2015.146362
7,39,th,li,1997.745117
8,0,th,li,2369.571045
8,1,th,li,2413.215576
8,2,th,li,2458.874756
8,3,th,li,2403.815186
8,4,th,li,2401.129395
8,5,th,li,2414.558594
8,6,th,li,2322.569092
8,7,th,li,2403.815186
8,8,th,li,2372.256836
8,9,th,li,2409.858398
8,10,th,li,2431.344971
8,11,th,li,2282.281494
8,12,th,li,2385.686035
8,13,th,li,2333.312256
8,14,th,li,2370.242432
8,15,th,li,2296.38208
8,16,th,li,2087.559082
8,17,th,li,1567.180054
8,18,th,li,1571.880371
8,19,th,li,1776.674683
8,20,th,li,2055.329102
8,21,th,li,2289.667725
8,22,th,li,2364.199219
8,23,th,li,2326.597656
8,24,th,li,2232.59375
8,25,th,li,2184.92041
8,26,th,li,2152.019043
8,27,th,li,2069.429688
8,28,th,li,2068.758301
8,29,th,li,2204.392578
8,30,th,li,2183.577393
8,31,th,li,2202.378174
8,32,th,li,2196.335205
8,33,th,li,2299.739502
8,34,th,li,2220.507568
8,35,th,li,2252.737549
8,36,th,li,2225.207764
8,37,th,li,2280.26709
8,38,th,li,2229.236572
8,39,th,li,2173.505615
1,0,lp,re,2441.431152
1,1,lp,re,2354.31665
1,2,lp,re,2398.291504
1,3,lp,re,2338.452637
1,4,lp,re,2370.180664
1,5,lp,re,2389.663574
1,6,lp,re,2428.071777
1,7,lp,re,2306.167236
1,8,lp,re,2386.32373
1,9,lp,re,2392.724609
1,10,lp,re,2403.022949
1,11,lp,re,2337.895752
1,12,lp,re,2349.306885
1,13,lp,re,2355.708496
1,14,lp,re,2264.418945
1,15,lp,re,1984.428345
1,16,lp,re,1908.724854
1,17,lp,re,2007.250244
1,18,lp,re,2187.045166
1,19,lp,re,2372.407715
1,20,lp,re,2348.47168
1,21,lp,re,2325.649902
1,22,lp,re,2290.859375
1,23,lp,re,2236.58667
1,24,lp,re,2295.869385
1,25,lp,re,2281.674316
1,26,lp,re,2313.125
1,27,lp,re,2307.002197
1,28,lp,re,2325.649414
1,29,lp,re,2262.192139
1,30,lp,re,2335.94751
1,31,lp,re,2308.393799
1,32,lp,re,2259.96582
1,33,lp,re,2320.083008
1,34,lp,re,2307.002197
1,35,lp,re,2289.189697
1,36,lp,re,2339.56543
1,37,lp,re,2298.6521
1,38,lp,re,2371.572266
1,39,lp,re,2340.400879
2,0,lp,re,2645.005615
2,1,lp,re,2669.818115
2,2,lp,re,2623.645264
2,3,lp,re,2621.056152
2,4,lp,re,2562.153564
2,5,lp,re,2648.026367
